Task,Title,index,label,confidence
"Instruct and drill fire department personnel in assigned duties, including firefighting, medical care, hazardous materials response, fire prevention, and related subjects.",First-Line Supervisors of Firefighting and Prevention Workers,8241,E0,high
Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.,"Elementary School Teachers, Except Special Education Kindergarten Teachers, Except Special Education Special Education Teachers, Secondary School Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education Special Education Teachers, Middle School Teaching Assistants, Special Education Career/Technical Education Teachers, Middle School",8242,E1,moderate
Instruct and monitor students in the use and care of equipment and materials to prevent injury and damage.,"Middle School Teachers, Except Special and Career/Technical Education Career/Technical Education Teachers, Secondary School Self-Enrichment Teachers",8243,E0,high
Instruct and monitor students in the use and care of equipment or materials to prevent injuries and damage.,"Special Education Teachers, Elementary School Special Education Teachers, Preschool Special Education Teachers, Kindergarten",8244,E1,high
Instruct and monitor students in the use of equipment and materials to prevent injuries and damage.,"Secondary School Teachers, Except Special and Career/Technical Education",8245,E0,high
"Instruct camera operators regarding camera setups, angles, distances, movement, and variables and cues for starting and stopping filming.","Camera Operators, Television, Video, and Film",8246,E0,high
Instruct children about the dangers of fire.,Fire Inspectors and Investigators,8247,E0,high
"Instruct children in health and personal habits, such as eating, resting, and toilet habits.",Childcare Workers,8248,E0,high
"Instruct children in safe behavior, such as seeking adult assistance when crossing the street and avoiding contact with unsafe objects.",Nannies,8249,E0,high
Instruct clients in how to wear and care for eyeglasses.,"Opticians, Dispensing",8250,E1,high
"Instruct clients in techniques for more effective communication, such as sign language, lip reading, or voice improvement.",Speech-Language Pathologists,8251,E0,high
"Instruct coaches, athletes, parents, medical personnel, or community members in the care and prevention of athletic injuries.",Athletic Trainers,8252,E0,high
"Instruct cooks or other workers in the preparation, cooking, garnishing, or presentation of food.",Chefs and Head Cooks,8253,E0,high
Instruct customers in alteration of products.,Demonstrators and Product Promoters,8254,E1,moderate
"Instruct customers in the installation, repair, or maintenance of products.",Electrical and Electronic Equipment Assemblers,8255,E0,high
Instruct customers on the safe and proper use of equipment.,Audiovisual Equipment Installers and Repairers,8256,E1,moderate
"Instruct customers regarding operation and care of appliances, and provide information such as emergency service numbers.",Home Appliance Repairers,8257,E1,moderate
Instruct dental officers and technical assistants in orthodontic procedures and techniques.,Orthodontists,8258,E0,high
Instruct emergency medical response team about emergency interventions to ensure correct application of procedures.,Paramedics,8259,E0,moderate
Instruct employees or provide on-the-job training.,First-Line Supervisors of Correctional Officers,8260,E2,moderate
"Instruct in use of voice, video, and data communications systems.",Telecommunications Engineering Specialists,8261,E1,moderate
Instruct individuals and groups on ways to preserve health and prevent disease.,Anesthesiologists,8262,E0,high
"Instruct individuals in career development techniques, such as job search and application strategies, resume writing, and interview skills.","Educational, Guidance, and Career Counselors and Advisors",8263,E1,high
"Instruct individuals or groups in sports rules, game strategies, and performance principles, such as specific ways of moving the body, hands, or feet, to achieve desired results.",Coaches and Scouts,8264,E0,high
"Instruct individuals or groups in the use of art media, such as paint, clay, or yarn.",Art Therapists,8265,E0,high
"Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",Registered Nurses,8266,E1,high
Instruct interns and residents in the diagnosis and treatment of temporary or permanent physically disabling conditions.,Physical Medicine and Rehabilitation Physicians,8267,E0,high
Instruct interns or residents in diagnosis and treatment of dermatological diseases.,Dermatologists,8268,E0,high
"Instruct interns, residents, or others in ophthalmologic procedures and techniques.","Ophthalmologists, Except Pediatric",8269,E0,high
Instruct jockeys in handling specific horses during races.,Animal Trainers,8270,E1,moderate
"Instruct juries on applicable laws, direct juries to deduce the facts from the evidence presented, and hear their verdicts.","Judges, Magistrate Judges, and Magistrates",8271,E0,high
Instruct medical staff or students in magnetic resonance imaging (MRI) procedures or equipment operation.,Magnetic Resonance Imaging Technologists,8272,E2,moderate
"Instruct medical students, graduate students, or others in methods or procedures for diagnosis and management of genetic disorders.",Geneticists,8273,E2,moderate
Instruct new workers in machine operation.,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",8274,E0,high
"Instruct novices in climbing techniques, mountaineering, and wilderness survival, and demonstrate use of hunting, fishing, and climbing equipment.",Travel Guides,8275,E0,high
"Instruct nurses, residents, interns, students, or other staff on topics such as anesthetic techniques, pain management and emergency responses.",Nurse Anesthetists,8276,E1,high
"Instruct nursing staff in areas such as the assessment, development, implementation, and evaluation of disability, illness, management, technology, or resources.",Clinical Nurse Specialists,8277,E0,high
"Instruct or advise clients on issues, such as household cleanliness, utilities, hygiene, nutrition, or infant care.",Personal Care Aides,8278,E0,high
Instruct other pilots and student pilots in aircraft operations and the principles of flight.,"Airline Pilots, Copilots, and Flight Engineers",8279,E0,moderate
Instruct other pilots and student pilots in aircraft operations.,Commercial Pilots,8280,E0,high
Instruct other workers in machine set-up and operation.,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8281,E2,moderate
"Instruct others in program methods, procedures, or functions.",Substance Abuse and Behavioral Disorder Counselors,8282,E0,high
Instruct others in the selection and use of bioinformatics tools.,Bioinformatics Scientists,8283,E2,moderate
Instruct participants in maintaining exertion levels to maximize benefits from exercise routines.,Exercise Trainers and Group Fitness Instructors,8284,E0,high
"Instruct participants in skiing, swimming, or other recreational activities and provide safety precaution information.","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",8285,E0,high
Instruct parties about timing of court appearances.,"Court, Municipal, and License Clerks",8286,E1,moderate
Instruct patient and family in treatment procedures to be continued at home.,Physical Therapists,8287,E2,moderate
"Instruct patient in activities and techniques, such as sports, dance, music, art, or relaxation techniques, designed to meet their specific physical or psychological needs.",Recreational Therapists,8288,E0,high
"Instruct patients and families in work, social, and living skills, the care and use of adaptive equipment, and other skills to facilitate home and work adjustment to disability.",Occupational Therapy Aides,8289,E0,moderate
